0|703409.062500,794642.875000|60.6357,293.808|687
1|497159.062500,1047142.875000|256.431,-73.1729|774
2|387159.062500,539642.875000|-205.461,-68.7768|515
3|405909.062500,858392.875000|-277.136,153.211|715
4|295909.062500,499642.875000|-313.196,-46.7527|660
5|-101590.937500,989642.875000|216.644,-3.14154|556
6|293409.062500,364642.875000|-130.295,151.734|723
7|659659.062500,643392.875000|105.129,-208.308|622
8|529659.062500,637142.875000|137.064,-94.822|751
9|-50340.937500,998392.875000|33.2925,-1.64912|756
10|-96590.937500,448392.875000|282.326,23.8664|726
11|337159.062500,805892.875000|-113.394,144.059|633
12|377159.062500,869642.875000|-84.308,53.7788|590
13|533409.062500,423392.875000|145.211,37.5982|686
14|639659.062500,404642.875000|95.8773,66.473|719
15|588409.062500,668392.875000|123.141,-157.596|677
16|347159.062500,812142.875000|-152.22,176.843|521
17|-99090.937500,630892.875000|14.7053,-7.84423|601
18|523409.062500,902142.875000|284.011,96.6314|691
19|297159.062500,633392.875000|-95.6633,-156.396|671
20|600909.062500,208392.875000|93.3067,176.901|630
21|692159.062500,447142.875000|13.4799,9.80155|627
22|-104090.937500,299642.875000|198.816,122.133|578
23|405909.062500,890892.875000|-217.637,84.1338|512
24|-4090.937500,304642.875000|234.556,212.747|753
25|422159.062500,303392.875000|-51.7505,42.0277|651
26|529659.062500,730892.875000|22.3672,24.7148|661
27|469659.062500,920892.875000|64.8504,15.4555|549
28|-31590.937500,545892.875000|47.9851,-14.0511|615
29|-90340.937500,970892.875000|283.27,6.00909|514
30|477159.062500,830892.875000|58.6106,31.7686|582
31|599659.062500,245892.875000|17.3853,28.4405|683
32|132159.062500,1035892.875000|208.727,-215.484|742
33|745909.062500,655892.875000|2.02069,-99.9796|601
34|147159.062500,733392.875000|25.516,113.842|619
35|2159.062500,698392.875000|96.7524,-114.625|539
36|429659.062500,353392.875000|-207.384,106.94|788
37|674659.062500,525892.875000|83.8299,-54.5211|656
38|594659.062500,598392.875000|38.2077,-32.2517|521
39|428409.062500,1074642.875000|-76.9368,-32.0183|757
40|204659.062500,429642.875000|-24.7047,164.826|509
41|500909.062500,662142.875000|157.339,-123.468|769
42|675909.062500,239642.875000|31.723,112.271|510
43|-69090.937500,587142.875000|30.8678,-12.5813|698
44|-139090.937500,808392.875000|14.8589,7.54924|548
45|305909.062500,710892.875000|-118.932,-257.163|713
46|350909.062500,1075892.875000|-125.875,-81.5808|719
47|-99090.937500,512142.875000|16.5541,-1.93379|741
48|-74090.937500,497142.875000|149.602,-10.9155|608
49|84659.062500,662142.875000|87.6415,-141.763|792
50|580909.062500,364642.875000|83.6069,54.8624|770
51|193409.062500,778392.875000|-0.639223,33.3272|646
52|245909.062500,294642.875000|-51.7062,175.891|675
53|483409.062500,552142.875000|225.842,-58.6513|593
54|112159.062500,328392.875000|126.056,234.991|612
