0|-106590.937500,813392.875000|175.021,96.787|797
1|138409.062500,549642.875000|89.6689,-98.6776|732
2|427159.062500,410892.875000|-222.834,69.2071|714
3|-135340.937500,810892.875000|220.998,116.875|642
4|-36590.937500,920892.875000|162.281,37.9802|550
5|74659.062500,367142.875000|35.0721,35.6363|742
6|487159.062500,865892.875000|107.842,44.5101|664
7|468409.062500,499642.875000|-83.017,-7.25386|610
8|265909.062500,722142.875000|-43.3099,-143.611|659
9|89659.062500,1047142.875000|27.4594,-18.8969|642
10|432159.062500,629642.875000|-28.5017,-17.2848|748
11|-122840.937500,237142.875000|104.61,82.6714|713
12|62159.062500,420892.875000|180.756,85.5996|687
13|680909.062500,420892.875000|38.0444,32.4442|598
14|-120340.937500,858392.875000|30.9238,12.4431|534
15|-16590.937500,868392.875000|276.582,154.209|559
16|-56590.937500,357142.875000|150.967,70.6173|562
17|314659.062500,1003392.875000|-16.1194,-4.236|660
18|294659.062500,258392.875000|-19.801,45.9121|750
19|693409.062500,269642.875000|20.9994,97.7703|794
20|294659.062500,958392.875000|-160.164,46.1008|520
21|645909.062500,740892.875000|83.9747,199.732|555
22|340909.062500,482142.875000|-333.243,-7.75782|710
23|383409.062500,1019642.875000|-179.048,-39.4051|571
24|738409.062500,223392.875000|5.36485,99.856|786
25|285909.062500,1032142.875000|-130.444,-74.0571|640
26|37159.062500,439642.875000|159.909,46.9762|794
27|229659.062500,902142.875000|-95.0895,175.949|732
28|98409.062500,1054642.875000|51.4529,-42.3916|667
29|453409.062500,499642.875000|-248.938,-23.0148|761
30|430909.062500,930892.875000|-195.873,40.4176|523
31|-4090.937500,539642.875000|111.639,-33.8793|624
32|-66590.937500,907142.875000|319.565,94.8125|648
33|582159.062500,583392.875000|56.1345,-35.9634|734
34|257159.062500,1017142.875000|-84.8761,-52.8776|628
35|169659.062500,1000892.875000|143.153,-184.26|649
36|-74090.937500,899642.875000|320.966,89.9557|522
37|565909.062500,493392.875000|16.6238,-1.1947|657
38|284659.062500,990892.875000|-195.837,-40.596|509
39|2159.062500,659642.875000|47.9622,-46.3041|570
40|280909.062500,740892.875000|-77.7188,220.01|713
41|7159.062500,425892.875000|272.363,78.0763|733
42|349659.062500,1067142.875000|-177.697,-91.7808|593
43|622159.062500,589642.875000|148.32,-134.169|554
44|528409.062500,938392.875000|244.056,54.1929|671
45|-154090.937500,524642.875000|49.6956,-5.50877|515
46|-91590.937500,408392.875000|64.3869,17.2849|631
47|668409.062500,965892.875000|49.4317,7.51713|566
48|115909.062500,748392.875000|49.5748,141.571|763
49|363409.062500,510892.875000|-229.129,-44.0964|508
50|652159.062500,740892.875000|73.3465,186.065|662
51|-35340.937500,879642.875000|200.711,81.6067|799
52|507159.062500,588392.875000|45.4127,-20.9209|500
53|575909.062500,329642.875000|236.119,211.01|514
54|497159.062500,620892.875000|102.346,-56.0038|584
55|325909.062500,797142.875000|-40.4279,53.0097|501
56|-30340.937500,620892.875000|28.7016,-16.9508|775
57|563409.062500,760892.875000|144.072,183.542|616
58|-127840.937500,875892.875000|158.2,52.4449|782
59|518409.062500,954642.875000|149.114,16.2769|774
60|-81590.937500,824642.875000|145.428,81.4159|577
61|38409.062500,950892.875000|148.235,22.9417|536
62|320909.062500,722142.875000|-79.2281,-146.631|600
63|409659.062500,235892.875000|-21.7714,25.2412|758
64|-1590.937500,532142.875000|161.068,-42.8338|713
65|-49090.937500,262142.875000|249.325,221.242|592
