0|330909.062500,398392.875000|-130.688,73.6255|517
1|157159.062500,705892.875000|27.8429,-181.207|707
2|427159.062500,530892.875000|-80.9011,-19.9864|672
3|332159.062500,807142.875000|-109.928,146.72|518
4|440909.062500,318392.875000|-125.74,81.7884|673
5|600909.062500,989642.875000|99.9192,-4.0191|524
6|349659.062500,873392.875000|-127.014,79.7958|604
7|344659.062500,622142.875000|-86.9942,-77.7375|618
8|409659.062500,477142.875000|-116.562,4.94115|562
9|524659.062500,882142.875000|230.174,97.5703|687
10|279659.062500,509642.875000|-80.3411,-22.1305|751
11|28409.062500,843392.875000|182.52,145.365|735
12|189659.062500,330892.875000|-1.36905,199.995|532
13|423409.062500,560892.875000|-31.1837,-11.7766|628
14|597159.062500,325892.875000|68.7183,72.6485|574
15|455909.062500,692142.875000|-221.545,-176.623|731
16|732159.062500,927142.875000|19.4039,199.057|558
17|47159.062500,314642.875000|79.5095,85.3777|749
18|253409.062500,718392.875000|-44.1585,-160.71|627
19|18409.062500,290892.875000|194.334,206.184|659
20|354659.062500,549642.875000|-120.733,-56.5804|650
21|-69090.937500,357142.875000|167.373,74.8148|580
22|72159.062500,498392.875000|195.596,-41.7396|663
23|40909.062500,710892.875000|108.198,-168.206|533
24|344659.062500,638392.875000|-91.8383,-96.6618|754
25|70909.062500,643392.875000|134.055,-190.981|547
26|300909.062500,435892.875000|-138.552,57.4758|668
27|-10340.937500,545892.875000|111.31,-34.9463|587
28|387159.062500,364642.875000|-84.7996,53.0002|595
29|-110340.937500,604642.875000|46.3852,-18.6659|754
30|737159.062500,365892.875000|6.29861,149.868|580
31|329659.062500,800892.875000|-195.225,249.329|580
32|-116590.937500,1017142.875000|82.6663,-10.5228|730
33|-112840.937500,1045892.875000|228.558,-46.9646|719
34|522159.062500,807142.875000|64.755,52.4522|514
35|624659.062500,809642.875000|117.451,161.88|619
36|-137840.937500,340892.875000|198.465,86.925|765
37|740909.062500,415892.875000|5.79414,166.566|790
38|225909.062500,624642.875000|-12.9982,-48.2809|593
39|208409.062500,842142.875000|-2.58545,49.9331|570
40|100909.062500,815892.875000|61.7937,98.9578|781
41|230909.062500,297142.875000|-10.1373,48.9616|540
42|-106590.937500,869642.875000|188.187,67.7183|783
43|397159.062500,500892.875000|-199.459,-14.6998|788
44|743409.062500,690892.875000|-3.16617,-149.967|780
45|394659.062500,1020892.875000|-97.6306,-21.6396|621
46|60909.062500,615892.875000|198.801,-201.881|646
47|54659.062500,863392.875000|238.52,181.957|635
48|619659.062500,695892.875000|31.6836,-58.6566|538
49|105909.062500,774642.875000|62.5426,136.339|536
50|18409.062500,628392.875000|162.63,-143.164|617
