0|0|335909,314643|-211.86,235.357|276
0|1|52159.1,912143|242.501,110.925|320
0|2|642159,279643|30.0088,59.5308|330
0|3|5909.06,1.03214e+06|48.3321,-12.8065|377
0|4|385909,625893|-107.608,-78.7291|275
0|5|620909,677143|46.4094,-69.2142|398
0|6|-145341,562143|178.456,-42.0073|335
0|7|589659,450893|49.2297,8.74264|226
0|8|39659.1,395893|145.95,80.4764|270
0|9|394659,553393|-31.3712,-11.2677|294
0|10|264659,287143|-84.0555,235.446|224
0|11|559659,499643|231.592,-28.4515|355
0|12|83409.1,917143|159.197,90.926|353
0|13|590909,718393|18.2249,-27.9099|265
0|14|144659,418393|32.6501,37.8678|206
0|15|410909,418393|-190.984,59.3718|375
0|16|263409,465893|-272.641,77.1006|313
0|17|694659,435893|231.144,191.24|335
0|18|608409,695893|8.85135,-14.122|234
0|19|495909,789643|40.2814,29.6211|295
0|20|-101591,534643|65.5099,-12.3651|240
0|21|214659,844643|-23.9777,232.098|305
0|22|434659,585893|-302.759,-139.458|347
0|23|288409,670893|-86.5076,-180.323|203
0|24|275909,927143|-160.132,119.824|211
0|25|573409,563393|75.0899,-36.1379|311
0|26|162159,1.07339e+06|87.0683,-269.624|274
0|27|617159,943393|273.897,72.5126|206
0|28|577159,682143|98.868,-112.806|228
0|29|477159,858393|285.688,136.602|397
0|30|715909,1.01839e+06|95.4053,-175.778|350
0|31|-154091,340893|31.0697,12.0741|287
0|32|644659,833393|115.222,183.49|272
0|33|250909,978393|-116.49,6.42103|394
0|34|223409,277143|-18.326,165.656|251
0|35|254659,214643|-12.2772,48.4693|213
0|36|9659.06,640893|75.8641,-65.1509|371
0|37|2159.06,520893|278.881,-50.0315|285
0|38|545909,1.05964e+06|30.4859,-13.4803|261
0|39|-77840.9,339643|206.809,108.049|309
0|40|709659,267143|52.0565,295.449|224
0|41|357159,594643|-449.427,-317.041|398
0|42|430909,825893|-510.309,346.211|376
0|43|123409,1.06464e+06|367.494,-386.514|327
0|44|255909,953393|-551.335,276.237|215
0|45|273409,769643|-199.682,530.319|324
0|46|483409,700893|395.441,-332.522|301
0|47|249659,395893|-293.821,523.134|380
0|48|22159.1,672143|434.042,-461.215|374
0|49|703409,929643|336.271,392.258|289
0|50|258409,257143|-156.08,544.748|303
0|51|-136591,283393|463.856,263.215|352
0|52|338409,323393|-375.328,424.547|340
0|53|169659,752143|53.9638,497.079|387
0|54|544659,378393|539.953,261.631|387
0|55|558409,264643|434.912,505.269|373
0|56|233409,478393|-577.095,-85.0845|290
0|57|685909,1.04464e+06|333.753,-415.997|321
0|58|-340.938,282143|390.218,387.595|257
0|59|454659,719643|-426.952,-397.479|396
0|60|418409,742143|-423.576,470.844|257
0|61|74659.1,380893|420.223,328.417|389
0|62|332159,533393|-576.155,-219.825|267
0|63|203409,590893|-21.1218,-599.628|224
0|64|169659,583393|154.816,-492.926|367
0|65|393409,1.03964e+06|-509.9,-156.354|364
0|66|389659,285893|-420.486,404.314|337
0|67|517159,559643|602.273,-195.904|216
0|68|164659,942143|359.437,480.422|357
0|69|253409,625893|-180.631,-484.063|227
0|70|609659,442143|631.899,152.326|239
0|71|109659,579643|363.844,-412.453|286
0|72|643409,655893|307.297,-515.334|323
0|73|163409,394643|164.657,472.11|215
0|74|207159,522143|-66.3816,-596.317|269
0|75|742159,930893|-41.5348,598.561|339
0|76|74659.1,458393|505.591,106.407|210
0|77|612159,555893|481.999,-297.973|288
0|78|-137841,582143|570.399,-186.13|279
0|79|719659,454643|352.018,422.592|239
0|80|439659,727143|-415.065,-433.268|324
0|81|717159,1.01464e+06|289.887,-447.672|337
0|82|180909,895893|98.5851,659.337|314
0|83|323409,1.00089e+06|-595.369,-74.4017|379
0|84|-20340.9,1.03214e+06|937.496,-235.683|334
0|85|-146591,808393|781.798,374.036|393
0|86|88409.1,547143|764.22,-535.798|366
0|87|30909.1,929643|946.699,322.119|215
0|88|732159,512143|292.792,-938.732|340
0|89|117159,592143|467.789,-729.578|379
0|90|724659,710893|62.4336,-881.124|391
0|91|-111591,443393|879.065,86.7319|370
0|92|357159,252143|-594.275,804.262|258
0|93|352159,1.07714e+06|-638.976,-392.696|299
0|94|702159,392143|425.618,793|396
0|95|700909,578393|432.076,-827.298|322
0|96|555909,1.05089e+06|880.534,-356.594|225
0|97|337159,490893|-745.259,-84.1945|301
0|98|187159,940893|310.205,755.458|209
0|99|600909,790893|591.689,806.166|281
0|100|645909,569643|574.273,-580.651|311
0|101|512159,1.01839e+06|889.039,-140.035|241
0|102|-97840.9,244643|601.131,502.248|323
0|103|242159,432143|-560.734,498.074|388
0|104|378409,963393|-981.232,64.2447|289
0|105|249659,753393|-190.297,725.456|290
0|106|62159.1,308393|473.598,644.752|201
0|107|72159.1,865893|693.999,672.911|361
0|108|-22840.9,657143|586.601,-467.332|298
0|109|413409,635893|-814.588,-550.809|252
0|110|464659,248393|-670.412,575.175|278
0|111|509659,249643|657.401,614.673|246
0|112|747159,235893|5.09176,883.319|378
0|113|-136591,727143|606.76,-468.636|306
0|114|644659,303393|427.783,791.834|227
0|115|687159,517143|782.897,-567.025|233
0|116|674659,785893|302.777,794.246|254
0|117|399659,808393|-683.521,585.491|287
0|118|75909.1,750893|482.321,875.995|291
0|119|633409,969643|782.759,29.9985|304
0|120|-105341,977143|983.149,19.0163|230
0|121|455909,649643|-820.234,-511.527|389
0|122|452159,442143|-873.966,128.304|315
0|123|387159,654643|-652.507,-619.867|250
0|124|-99090.9,1.07714e+06|843.09,-263.586|346
0|125|359659,469643|-316.545,8.79267|356
0|126|615909,597143|159.28,-146.882|221
0|127|274659,647143|-15.5714,-29.4727|243
0|128|435909,878393|-30.8822,12.5458|395
0|129|229659,1.07089e+06|-119.468,-275.186|380
0|130|125909,578393|160.767,-253.287|386
0|131|470909,918393|228.079,49.2388|203
0|132|695909,912143|142.654,205.304|230
0|133|338409,483393|-333.135,-11.4865|229
0|134|519659,818393|122.207,86.9802|271
0|135|735909,495893|81.2131,-58.3475|342
0|136|742159,815893|-0.791297,116.664|351
0|137|562159,948393|310.429,62.5432|277
0|138|173409,654643|46.8046,-296.326|365
0|139|540909,352143|284.105,174.342|251
0|140|558409,522143|113.619,-26.4921|345
0|141|723409,872143|10.7585,65.7929|391
0|142|485909,248393|37.4247,33.157|333
0|143|680909,768393|45.5374,160.325|213
0|144|593409,960893|264.769,31.7594|228
0|145|483409,750893|111.041,100.846|317
0|146|519659,995893|33.2402,-2.48985|321
0|147|520909,500893|282.754,-18.1069|243
0|148|27159.1,650893|196.587,-204.038|245
0|149|703409,277143|73.1003,308.114|329
0|150|184659,1.05714e+06|11.0523,-283.118|278
0|151|498409,700893|112.752,-98.9287|333
0|152|474659,490893|266.533,-8.43678|346
0|153|-124091,358393|188.215,67.6398|336
0|154|445909,594643|-106.082,-48.5555|384
0|155|12159.1,699643|186.892,-234.673|242
0|156|20909.1,312143|48.283,45.9696|340
0|157|478409,1.04714e+06|324.988,-74.1225|295
0|158|330909,692143|-55.7659,-83.007|333
0|159|229659,682143|-48.9308,-295.983|338
0|160|479659,728393|12.2829,-11.2654|326
0|161|-135341,569643|80.0811,-23.0534|277
0|162|228409,752143|-39.8215,263.677|284
0|163|-62840.9,539643|243.669,-55.9034|266
0|164|-25340.9,1.05464e+06|31.7,-10.3062|203
0|165|-154091,983393|216.667,-0.0922944|215
0|166|565909,302143|437,458.413|349
0|167|615909,997143|548.056,-46.1977|381
0|168|452159,438393|-543.664,83.2406|235
0|169|428409,955893|-596.275,66.7515|318
0|170|294659,750893|-195.505,478.249|251
0|171|648409,1.07839e+06|447.446,-424.347|382
0|172|369659,454643|-606.402,112.045|307
0|173|413409,904643|-537.918,178.2|397
0|174|357159,862143|-456.994,306.034|366
0|175|-76590.9,747143|382.62,321.872|247
0|176|53409.1,857143|434.488,389.228|279
0|177|598409,342143|460.776,434.507|394
0|178|69659.1,805893|348.595,467.717|361
0|179|585909,1.04839e+06|528.226,-205.154|257
0|180|667159,353393|339.445,494.75|348
0|181|213409,803393|-73.9223,494.505|278
0|182|448409,1.07839e+06|-478.755,-194.264|331
0|183|513409,995893|582.795,-25.0444|270
0|184|525909,795893|507.669,405.922|356
0|185|-101591,240893|517.758,419.965|334
0|186|640909,947143|600.018,202.705|243
0|187|300909,1.06839e+06|-457.438,-413.555|279
0|188|355909,697143|-360.002,-479.998|344
0|189|665909,330893|221.114,466.962|362
0|190|522159,677143|406.503,-370.479|205
0|191|405909,885893|-473.066,207.734|258
0|192|227159,847143|-97.4618,507.391|373
0|193|429659,633393|-537.76,-365.123|367
0|194|30909.1,622143|465.474,-429.471|232
0|195|70909.1,538393|439.225,-238.918|271
0|196|518409,642143|398.1,-302.517|219
0|197|479659,338393|468.883,254.152|298
0|198|318409,743393|-295.29,597.703|307
0|199|299659,740893|-237.054,514.701|235
0|200|270909,425893|-444.707,294.414|367
0|201|704659,877143|255.348,561.315|268
0|202|473409,1.06839e+06|555.546,-177.895|265
0|203|227159,732143|-83.9651,610.924|221
0|204|73409.1,297143|345.473,550.589|260
0|205|528409,692143|379.666,-374.564|253
0|206|-42840.9,943393|494.738,72.3484|227
0|207|208409,299643|-61.0179,563.372|347
0|208|660909,815893|298.814,577.243|229
0|209|-111591,967143|848.501,50.4621|265
0|210|-81590.9,505893|879.462,-82.6113|217
0|211|447159,337143|-649.7,374.687|218
0|212|265909,228393|-250.753,846.995|294
0|213|552159,943393|911.173,202.177|204
0|214|479659,979643|916.476,-18.7008|359
0|215|564659,522143|955.528,-232.187|400
0|216|279659,510893|-786.608,-219.529|243
0|217|715909,265893|110.878,943.507|375
0|218|482159,967143|882.334,42.0129|236
0|219|284659,1.06089e+06|-761.936,-647.653|369
0|220|-7840.94,972143|933.317,5.48043|385
0|221|394659,713393|-533.608,-596.039|285
0|222|338409,923393|-787.284,273.183|228
0|223|160909,272143|110.219,826.012|366
0|224|349659,293393|-599.373,693.564|388
0|225|742159,748393|12.9613,966.58|320
0|226|529659,824643|713.602,520.625|248
0|227|548409,462143|895.538,89.504|304
0|228|105909,507143|761.737,-182.67|363
0|229|402159,410893|-895.17,264.163|299
0|230|475909,234643|698.495,619.044|206
0|231|-147841,875893|799.741,234.221|334
0|232|735909,958393|372.213,764.171|278
0|233|-56590.9,687143|621.463,-529.838|273
0|234|398409,699643|-661.795,-704.607|300
0|235|369659,957143|-910.87,102.928|335
0|236|-25340.9,453393|992.796,119.821|365
0|237|-124091,697143|827.77,-561.067|245
0|238|694659,722143|186.466,-982.461|234
0|239|158409,730893|134.356,906.767|224
0|240|604659,440893|887.386,229.835|288
0|241|140909,1.05464e+06|519.95,-795.08|345
0|242|463409,404643|-849.011,243.84|268
0|243|-107841,257143|781.445,569.024|375
0|244|609659,829643|557.239,641.861|334
0|245|192159,634643|50.3441,-915.283|257
0|246|378409,368393|-682.792,383.934|370
0|247|-84090.9,978393|982.848,30.8808|303
0|248|380909,455893|-879.884,77.9914|284
0|249|147159,954643|938.418,345.501|355
1|0|335697,314878|-211.86,235.357|276
1|1|52401.6,912254|242.501,110.925|320
1|2|642189,279702|30.0088,59.5308|330
1|3|5957.39,1.03213e+06|48.3321,-12.8065|377
1|4|385801,625814|-107.608,-78.7291|275
1|5|620956,677074|46.4094,-69.2142|398
1|6|-145162,562101|178.456,-42.0073|335
1|7|589708,450902|49.2297,8.74264|226
1|8|39805,395973|145.95,80.4764|270
1|9|394628,553382|-31.3712,-11.2677|294
1|10|264575,287378|-84.0555,235.446|224
1|11|559891,499614|231.592,-28.4515|355
1|12|83568.3,917234|159.197,90.926|353
1|13|590927,718365|18.2249,-27.9099|265
1|14|144692,418431|32.6501,37.8678|206
1|15|410718,418452|-190.984,59.3718|375
1|16|263136,465970|-272.641,77.1006|313
1|17|694890,436084|231.144,191.24|335
1|18|608418,695879|8.85135,-14.122|234
1|19|495949,789673|40.2814,29.6211|295
1|20|-101525,534631|65.5099,-12.3651|240
1|21|214635,844875|-23.9777,232.098|305
1|22|434356,585753|-302.759,-139.458|347
1|23|288323,670713|-86.5076,-180.323|203
1|24|275749,927263|-160.132,119.824|211
1|25|573484,563357|75.0899,-36.1379|311
1|26|162246,1.07312e+06|87.0683,-269.624|274
1|27|617433,943465|273.897,72.5126|206
1|28|577258,682030|98.868,-112.806|228
1|29|477445,858530|285.688,136.602|397
1|30|716004,1.01822e+06|95.4053,-175.778|350
1|31|-154060,340905|31.0697,12.0741|287
1|32|644774,833576|115.222,183.49|272
1|33|250793,978399|-116.49,6.42103|394
1|34|223391,277309|-18.326,165.656|251
1|35|254647,214691|-12.2772,48.4693|213
1|36|9734.93,640828|75.8641,-65.1509|371
1|37|2437.94,520843|278.881,-50.0315|285
1|38|545940,1.05963e+06|30.4859,-13.4803|261
1|39|-77634.1,339751|206.809,108.049|309
1|40|709711,267438|52.0565,295.449|224
1|41|356710,594326|-449.427,-317.041|398
1|42|430399,826239|-510.309,346.211|376
1|43|123777,1.06426e+06|367.494,-386.514|327
1|44|255358,953669|-551.335,276.237|215
1|45|273209,770173|-199.682,530.319|324
1|46|483805,700560|395.441,-332.522|301
1|47|249365,396416|-293.821,523.134|380
1|48|22593.1,671682|434.042,-461.215|374
1|49|703745,930035|336.271,392.258|289
1|50|258253,257688|-156.08,544.748|303
1|51|-136127,283656|463.856,263.215|352
1|52|338034,323817|-375.328,424.547|340
1|53|169713,752640|53.9638,497.079|387
1|54|545199,378655|539.953,261.631|387
1|55|558844,265148|434.912,505.269|373
1|56|232832,478308|-577.095,-85.0845|290
1|57|686243,1.04423e+06|333.753,-415.997|321
1|58|49.2801,282530|390.218,387.595|257
1|59|454232,719245|-426.952,-397.479|396
1|60|417986,742614|-423.576,470.844|257
1|61|75079.3,381221|420.223,328.417|389
1|62|331583,533173|-576.155,-219.825|267
1|63|203388,590293|-21.1218,-599.628|224
1|64|169814,582900|154.816,-492.926|367
1|65|392899,1.03949e+06|-509.9,-156.354|364
1|66|389239,286297|-420.486,404.314|337
1|67|517761,559447|602.273,-195.904|216
1|68|165019,942623|359.437,480.422|357
1|69|253228,625409|-180.631,-484.063|227
1|70|610291,442295|631.899,152.326|239
1|71|110023,579230|363.844,-412.453|286
1|72|643716,655378|307.297,-515.334|323
1|73|163574,395115|164.657,472.11|215
1|74|207093,521547|-66.3816,-596.317|269
1|75|742118,931491|-41.5348,598.561|339
1|76|75164.7,458499|505.591,106.407|210
1|77|612641,555595|481.999,-297.973|288
1|78|-137271,581957|570.399,-186.13|279
1|79|720011,455065|352.018,422.592|239
1|80|439244,726710|-415.065,-433.268|324
1|81|717449,1.0142e+06|289.887,-447.672|337
1|82|181008,896552|98.5851,659.337|314
1|83|322814,1.00082e+06|-595.369,-74.4017|379
1|84|-19403.4,1.03191e+06|937.496,-235.683|334
1|85|-145809,808767|781.798,374.036|393
1|86|89173.3,546607|764.22,-535.798|366
1|87|31855.8,929965|946.699,322.119|215
1|88|732452,511204|292.792,-938.732|340
1|89|117627,591413|467.789,-729.578|379
1|90|724722,710012|62.4336,-881.124|391
1|91|-110712,443480|879.065,86.7319|370
1|92|356565,252947|-594.275,804.262|258
1|93|351520,1.07675e+06|-638.976,-392.696|299
1|94|702585,392936|425.618,793|396
1|95|701341,577566|432.076,-827.298|322
1|96|556790,1.05054e+06|880.534,-356.594|225
1|97|336414,490809|-745.259,-84.1945|301
1|98|187469,941648|310.205,755.458|209
1|99|601501,791699|591.689,806.166|281
1|100|646483,569062|574.273,-580.651|311
1|101|513048,1.01825e+06|889.039,-140.035|241
1|102|-97239.8,245145|601.131,502.248|323
1|103|241598,432641|-560.734,498.074|388
1|104|377428,963457|-981.232,64.2447|289
1|105|249469,754118|-190.297,725.456|290
1|106|62632.7,309038|473.598,644.752|201
1|107|72853.1,866566|693.999,672.911|361
1|108|-22254.3,656676|586.601,-467.332|298
1|109|412594,635342|-814.588,-550.809|252
1|110|463989,248968|-670.412,575.175|278
1|111|510316,250258|657.401,614.673|246
1|112|747164,236776|5.09176,883.319|378
1|113|-135984,726674|606.76,-468.636|306
1|114|645087,304185|427.783,791.834|227
1|115|687942,516576|782.897,-567.025|233
1|116|674962,786687|302.777,794.246|254
1|117|398976,808978|-683.521,585.491|287
1|118|76391.4,751769|482.321,875.995|291
1|119|634192,969673|782.759,29.9985|304
1|120|-104358,977162|983.149,19.0163|230
1|121|455089,649131|-820.234,-511.527|389
1|122|451285,442271|-873.966,128.304|315
1|123|386507,654023|-652.507,-619.867|250
1|124|-98247.9,1.07688e+06|843.09,-263.586|346
1|125|359343,469652|-316.545,8.79267|356
1|126|616068,596996|159.28,-146.882|221
1|127|274644,647113|-15.5714,-29.4727|243
1|128|435878,878405|-30.8822,12.5458|395
1|129|229540,1.07062e+06|-119.468,-275.186|380
1|130|126070,578140|160.767,-253.287|386
1|131|471137,918442|228.079,49.2388|203
1|132|696052,912348|142.654,205.304|230
1|133|338076,483381|-333.135,-11.4865|229
1|134|519781,818480|122.207,86.9802|271
1|135|735990,495835|81.2131,-58.3475|342
1|136|742158,816010|-0.791297,116.664|351
1|137|562470,948455|310.429,62.5432|277
1|138|173456,654347|46.8046,-296.326|365
1|139|541193,352317|284.105,174.342|251
1|140|558523,522116|113.619,-26.4921|345
1|141|723420,872209|10.7585,65.7929|391
1|142|485947,248426|37.4247,33.157|333
1|143|680955,768553|45.5374,160.325|213
1|144|593674,960925|264.769,31.7594|228
1|145|483520,750994|111.041,100.846|317
1|146|519692,995890|33.2402,-2.48985|321
1|147|521192,500875|282.754,-18.1069|243
1|148|27355.6,650689|196.587,-204.038|245
1|149|703482,277451|73.1003,308.114|329
1|150|184670,1.05686e+06|11.0523,-283.118|278
1|151|498522,700794|112.752,-98.9287|333
1|152|474926,490884|266.533,-8.43678|346
1|153|-123903,358461|188.215,67.6398|336
1|154|445803,594594|-106.082,-48.5555|384
1|155|12346,699408|186.892,-234.673|242
1|156|20957.3,312189|48.283,45.9696|340
1|157|478734,1.04707e+06|324.988,-74.1225|295
1|158|330853,692060|-55.7659,-83.007|333
1|159|229610,681847|-48.9308,-295.983|338
1|160|479671,728382|12.2829,-11.2654|326
1|161|-135261,569620|80.0811,-23.0534|277
1|162|228369,752407|-39.8215,263.677|284
1|163|-62597.3,539587|243.669,-55.9034|266
1|164|-25309.2,1.05463e+06|31.7,-10.3062|203
1|165|-153874,983393|216.667,-0.0922944|215
1|166|566346,302601|437,458.413|349
1|167|616457,997097|548.056,-46.1977|381
1|168|451615,438476|-543.664,83.2406|235
1|169|427813,955960|-596.275,66.7515|318
1|170|294464,751371|-195.505,478.249|251
1|171|648857,1.07797e+06|447.446,-424.347|382
1|172|369053,454755|-606.402,112.045|307
1|173|412871,904821|-537.918,178.2|397
1|174|356702,862449|-456.994,306.034|366
1|175|-76208.3,747465|382.62,321.872|247
1|176|53843.6,857532|434.488,389.228|279
1|177|598870,342577|460.776,434.507|394
1|178|70007.7,806361|348.595,467.717|361
1|179|586437,1.04819e+06|528.226,-205.154|257
1|180|667499,353888|339.445,494.75|348
1|181|213335,803887|-73.9223,494.505|278
1|182|447930,1.0782e+06|-478.755,-194.264|331
1|183|513992,995868|582.795,-25.0444|270
1|184|526417,796299|507.669,405.922|356
1|185|-101073,241313|517.758,419.965|334
1|186|641509,947346|600.018,202.705|243
1|187|300452,1.06798e+06|-457.438,-413.555|279
1|188|355549,696663|-360.002,-479.998|344
1|189|666130,331360|221.114,466.962|362
