0|263959.2191,388218.5706|-31.6186,145.1567|199.0
1|271133.9694,654328.662|477.6276,270.6136|236.0
2|330206.7864,296552.4301|123.4858,94.5313|258.0
3|592547.5057,688452.9985|-47.2327,303.82|293.0
4|-157184.1985,930529.063|302.9791,377.9543|330.0
5|235828.3729,56716.7378|178.1428,148.7755|310.0
6|82201.0358,41980.748|382.3214,431.8715|208.0
7|258440.0423,546919.6331|-171.7026,168.2057|379.0
8|93295.4502,1114671.8444|140.3837,160.6353|389.0
9|287608.8352,775668.7353|414.3732,95.0498|119.0
10|187684.0103,933765.011|104.147,165.3601|194.0
11|455192.6385,768275.2723|273.9921,318.8847|396.0
12|82876.4667,757400.7914|341.7612,6.6224|182.0
13|721676.6935,271640.3836|237.2878,157.9932|107.0
14|362311.7757,395884.6347|392.6291,235.9377|179.0
15|174415.581,669630.6472|351.1386,525.6137|252.0
16|670526.3704,751748.2983|-153.9672,500.2371|150.0
17|405914.8956,738949.9146|23.2405,123.511|259.0
18|27973.86,482483.0914|442.0144,355.1752|265.0
19|154433.3879,906254.6225|200.8962,-97.4692|294.0
20|400296.2764,390222.6002|169.7496,436.1952|196.0
21|739004.4013,405452.5992|352.1109,50.4257|339.0
22|365303.422,452902.3451|125.2242,155.2912|289.0
23|342431.1128,1031320.5672|-188.4942,-10.1846|296.0
24|434984.3687,608723.6275|339.6326,409.9045|311.0
25|427582.9504,1139541.4726|467.9339,-80.4925|331.0
26|298409.8248,443977.6942|-0.9043,112.2277|179.0
27|379768.1267,1161819.0262|245.1769,120.7302|143.0
28|208232.2827,471728.3905|-255.8558,533.5733|232.0
29|501299.4906,746511.1445|474.4931,424.6097|112.0
30|166072.7634,137134.9448|432.2503,-142.655|311.0
31|342997.0799,955650.2025|323.7699,-66.7288|243.0
32|363332.9294,826666.928|-11.8622,519.7922|299.0
33|484053.9868,623117.8478|132.2603,-116.8683|123.0
34|121567.0126,429061.6027|336.3,490.8799|227.0
35|80118.9892,265582.8261|298.3686,205.7242|237.0
36|249521.8332,1238849.4604|-154.1958,503.468|105.0
37|62533.1297,856563.2539|290.2455,1.253|219.0
38|392841.4752,849752.1128|295.9761,520.8788|171.0
39|447250.7741,741185.6727|225.1576,-110.7809|120.0
40|277537.1111,872424.2505|-108.0543,534.5769|398.0
41|320316.6933,547836.5486|354.428,458.4482|360.0
42|139576.7782,877244.8931|-177.0824,-184.0775|109.0
43|892906.1341,650074.2761|186.2801,541.4741|134.0
44|307285.8661,1061284.7379|-92.0231,166.557|322.0
45|459128.5005,714477.6745|-92.7188,4.5126|254.0
46|36381.2981,543418.7307|472.3216,486.1529|240.0
47|533539.2363,877189.33|-50.123,332.6272|285.0
48|413660.635,488063.0534|189.8035,-63.8492|218.0
49|601720.5068,468740.181|452.5155,250.6547|163.0
50|267071.6504,857378.6731|-118.6543,389.6724|259.0
51|7539.7142,332689.0372|376.8896,-128.227|391.0
52|784115.9452,502995.3996|289.4552,-9.7247|362.0
53|383987.6049,929896.6243|52.5873,58.8143|199.0
54|565562.6154,450114.2696|308.5856,539.4657|312.0
55|178874.8403,300153.9682|409.7627,-27.746|175.0
56|401705.4989,555579.3968|131.5973,-110.3054|170.0
57|-250285.614,700653.6128|166.7902,-37.1317|105.0
58|365338.4944,545063.5331|77.3851,420.199|313.0
59|-149075.4079,290628.2091|68.0775,316.65|378.0
60|430438.8635,302997.4927|281.0151,467.1798|120.0
61|182212.5551,415427.8352|-179.8814,136.0927|280.0
62|-211948.4407,342327.4903|-5.3465,-33.6654|192.0
63|538183.4794,416107.4373|306.9034,363.381|118.0
64|642275.5934,254467.665|6.6727,354.0233|343.0
65|34449.9727,541424.0294|149.0548,197.9223|212.0
66|615031.0106,676258.8187|419.2041,-65.2261|321.0
67|333308.0318,607370.4869|179.8484,-126.9942|251.0
68|771317.2081,299463.934|121.2927,428.1136|211.0
69|143943.9722,701522.3856|-27.4125,151.2078|272.0
70|105397.5847,667037.9231|263.6594,410.8201|345.0
71|304411.1377,704242.599|470.2585,88.1667|328.0
72|209236.0566,791454.2921|292.1948,372.8742|341.0
73|321734.2988,671382.1741|-282.2355,43.8899|344.0
74|175787.3114,512066.6454|229.1622,-128.7093|157.0
75|527188.1568,736266.959|-89.3561,106.5817|222.0
76|458845.5324,1189525.652|471.0002,238.9139|366.0
77|566370.7099,399695.1433|-34.7642,-189.8968|365.0
78|343654.9685,672614.861|-80.1414,244.134|183.0
79|57735.9906,971655.0541|127.1329,-189.8649|373.0
80|-45469.952,1286280.5699|42.0582,-28.8846|337.0
81|-165439.2424,647741.9753|106.2528,2.9941|254.0
82|193697.6231,395222.6148|222.5125,252.316|373.0
83|160190.1572,440329.7493|-99.1386,69.7285|390.0
84|53457.7361,707783.6913|-133.4413,508.5683|360.0
85|332166.4081,964252.3903|-153.1813,511.7505|388.0
86|544003.9711,911338.8023|-61.186,-69.8688|127.0
87|-130416.7327,193654.222|327.2342,133.1391|228.0
88|151001.5815,559302.5387|-95.828,365.7694|218.0
89|86122.6188,156860.8977|-172.7431,-94.7756|374.0
90|749073.5866,887327.2912|-179.4249,128.8948|122.0
91|93553.7142,842656.18|305.3685,11.9553|137.0
92|-136481.5232,782076.3643|-245.0285,541.0239|181.0
93|127212.0625,551386.729|451.6231,2.5075|236.0
94|189560.1615,847036.0794|-120.6134,108.672|234.0
95|-233149.6907,526345.6373|161.9963,77.6006|197.0
96|419466.1821,817057.8673|-223.5087,-2.5327|101.0
97|373362.666,335170.905|-157.1929,-160.4111|372.0
98|638567.7297,289425.3272|-126.5422,-105.6816|112.0
99|721813.8409,696934.0428|-275.1541,447.1022|256.0
100|474320.5537,753155.6639|60.5328,-83.0592|328.0
101|629557.039,828280.442|476.533,-161.5205|392.0
102|283009.9996,662590.7412|-1.1654,416.3691|129.0
103|454328.5707,890191.9669|161.1869,-120.7353|309.0
104|34352.0293,389536.1729|366.2568,73.3388|151.0
105|292231.8807,98404.0619|150.9721,435.3411|127.0
106|417492.9768,523117.4686|-85.0439,229.4208|325.0
107|64341.1648,220628.0677|279.2979,316.9615|383.0
108|621155.4958,537667.2636|-40.3941,-58.4516|379.0
109|446820.7107,731650.982|306.8546,285.7867|349.0
110|347471.8644,470547.9627|165.4576,306.2806|242.0
111|630217.2245,459328.6164|-75.6819,-160.6544|366.0
112|107199.2388,964895.1471|294.3007,375.3053|134.0
113|423608.1507,577609.146|225.0888,333.0325|347.0
114|759153.7966,1020119.857|347.5885,234.6863|310.0
115|115597.5495,641289.9139|-240.394,324.7906|125.0
116|607127.504,557316.3411|47.5504,-158.8295|294.0
117|-301175.8015,757497.056|413.8925,254.0227|262.0
118|291541.8213,388123.0867|444.583,-33.7339|146.0
119|170300.0385,58564.6968|233.3014,469.0569|188.0
120|787021.9224,724974.5896|-166.3796,458.5568|133.0
121|308894.0356,728119.2276|0.51,464.8414|141.0
122|773577.7489,406303.7208|-72.2852,0.1296|309.0
123|120057.7712,1053306.3642|-107.8546,-140.527|192.0
